"","Taxa","Identifier","Publication.Date.Authorship","Origin","Study.site","LatitudeSS","LongitudeSS","Year.of.treatment","In.situ.or.Ex.situ","Treatment.group.size","Life.Stage","Intervention.category.1","Treatment.used.1","Specific.treatment.used.1","Intervention.category.2","Treatment.used.2","Specific.treatment.used.2","Duration.of.intervention","Long.term.monitoring","Habitat.or.Individual","Scalability","Efficacy.Matrix","Efficacy.of.intervention","Trend.in.efficacy.score","Adverse.Effects","Usability","Therapeutic.or.Prophylactic","Dosage","Comments.Extras","Year.of.publication","Intervention.category.1.itra","PhyloName","Genus","Family","Order","SVLMx","Microhabitat","ClutchMn","Activity","Latitude","Climate","Habitat","TaxaGroup"
"107","Anaxyrus americanus",209,"2014 - Wise, Rumschlag, Boone","Ohio, USA","Miami University, Ohio, USA","","",2014,"Ex situ",35,"Adult","Chemical","Insecticide","Malathion",NA,NA,NA,1,"N","I","Y","Survivability matrix",0,NA,0,3,"Therapeutic","1.3 mg/L","The subjects were exposed to Bd and the insecticide simultaneously through being placed on a petri deish for 5 hours. Since duration of interverntion is rounded up to the day, this was 1 day. The paper did not provide any additional information other than ""survival was not impacted by exposure to malathion for 12 h or the interaction of Bd and malathion."" The Survival matrix was used but the paper was not deemed useful for the purposes of this study without being able to make a detemination based on the survivabily difference presented in time by trail. ",2014,"Other chemical","Anaxyrus americanus","Anaxyrus","Bufonidae","Anura",155,"Terrestrial",11150,"Nocturnal",45.7680701983,"Temperate","Terrestrial","Bufonidae"
"108","Anaxyrus baxteri",110,"2012 - Jones et al ",NA,NA,"","",2009,"Ex situ",80,"Adult","Chemical","Antifungal","Itraconazole",NA,NA,NA,10,"Y","I","Y","Prevelance matrix",4,NA,0,1,"Therapeutic","100 mg l−1 for the first 3 d, 5 mg l−1 for 6 d,  50 mg l−1 for the last day","The observation period lasted from December 24, 2009 through May 23, 2010, so it was detemined that this was a long-term study. It was noted that the changing dosage was due to a communication error, regardless this received a 1. 19% mortality during the treatment. Prevelance matrix: the zoospore range was provided for the pre-treatment and during. Post-treatment data was provided as all swabs taken were negative for Bd. ",2012,"Itraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Anaxyrus boreas",249,"2017 - Jones et al","Oregon, USA","Oregon State University, Oregon, USA","","",2013,"Ex situ",NA,"Juvenile","Chemical","Other","Ethanol",NA,NA,NA,14,"N","H","Y","Infection matrix",2,NA,0,1,"Therapeutic","26.5 μL","This was an ethanol vessel control, but since it was an application of Chemical, it was considered.  ince no treatment group size was provided and the results were deduced from a figure, this received a 1 for utility. Infection matrix was used. ",2017,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"110","Anaxyrus boreas",248,"2017 - Jones et al","Oregon, USA","Oregon State University, Oregon, USA","","",2013,"Ex situ",NA,"Juvenile","Chemical","Insecticide","Insecticide mix",NA,NA,NA,14,"N","H","Y","Infection matrix",1,NA,0,1,"Therapeutic","25 μg/L.","This study created a water mixture with: carbaryl; chlorpyrifos; endosulfan; permethrin. Since no treatment group size was provided and the results were deduced from a figure, this received a 1 for utility. Infection matrix was used. ",2017,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"111","Anaxyrus boreas",329,"2016 - Kueneman et al","Southern Rocky Mountains, Colorado, USA","University of Colorado Boulder, Colorado, USA","","",2012,"Ex situ",39,"Juvenile","Bioaugmentation","Probiotic","Probiotic",NA,NA,NA,2,"N","H","N","Survivability matrix",0,NA,0,2,"Prophylactic","1 X 10^5","This trial, while providing information regrading how bacteria cultured naturally on the skin can increase the immunity against Bd, was not an effective example for the purposes of this study. This trial group's effeicacy was only presented as survivability duration between the Bd+ infected group and the Bd+ probiotic + group, and there was no difference in survivability. ",2016,"Bioaugmentation","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"112","Anaxyrus boreas",330,"2016 - Kueneman et al","Southern Rocky Mountains, Colorado, USA","University of Colorado Boulder, Colorado, USA","","",2013,"Ex situ",21,"Juvenile","Bioaugmentation","Commensal Bacteria","Janthinobacterium lividum",NA,NA,NA,15,"N","H","N","Survivability matrix",1,NA,0,1,"Prophylactic",NA,"""Subsequent doses of J. lividum were added starting at week 4 after Bd exposure to ensure persistence of the probiotic treatment."" ",2016,"Bioaugmentation","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"113","Anaxyrus boreas",305,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Herbicide","Herbicide mix",NA,NA,NA,42,"N","H","N","Infection matrix",0,NA,0,0,"Prophylactic","4 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"114","Anaxyrus boreas",247,"2017 - Jones et al","Oregon, USA","Oregon State University, Oregon, USA","","",2013,"Ex situ",NA,"Juvenile","Chemical","Herbicide","Herbicide mix",NA,NA,NA,14,"N","H","Y","Infection matrix",1,NA,0,1,"Therapeutic","25 μg/L.","This study created a water mixture with: atrazine; acetochlor; glyphosate; 2,4-D. Since no treatment group size was provided and the results were deduced from a figure, this received a 1 for utility. Infection matrix was used. ",2017,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"115","Anaxyrus boreas",306,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Insecticide","Insecticide mix",NA,NA,NA,14,"N","H","N","Infection matrix",NA,NA,3,0,"Prophylactic","20 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"116","Anaxyrus boreas",307,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Insecticide","Insecticide mix",NA,NA,NA,42,"N","H","N","Infection matrix",0,NA,0,0,"Prophylactic","2 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"117","Anaxyrus boreas",304,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Herbicide","Herbicide mix",NA,NA,NA,42,"N","H","N","Infection matrix",0,NA,0,0,"Prophylactic","40 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"118","Anaxyrus boreas",229,"2006 - Garcia, Romansic, Blaustein","Deschutes County, Oregon, USA","Oregon State University, Oregon, USA","","",2005,"Ex situ",30,"Metamorph","Climate","Radiation","UV-B",NA,NA,NA,3,"N","I","N","Survivability matrix",0,NA,0,1,"Prophylactic","16.2 - 17.9 µW cm^–2","This study is mostly concerned with the potential negative effects UV-B exposure has on survivability and as an precurser and increased potential of Bd infections. Exposure to UV-B was prior to infection with BD. Since the results were only provided as mortality and had to be deduced from the figures (no supplementary data), this received a 1 for utility. The survivability matrix was used to assess the differences between the Bd infected with no UV-B exposure and the UV-B and Bd exposure. ",2006,"Climate","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"119","Anaxyrus boreas",310,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Insecticide","Insecticide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",0,NA,0,0,"Prophylactic","20 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"120","Anaxyrus boreas",311,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Insecticide","Insecticide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",0,NA,0,0,"Prophylactic","4 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"121","Anaxyrus boreas",308,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Herbicide","Herbicide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",2,NA,0,0,"Prophylactic","40 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"122","Anaxyrus boreas",309,"2015 - Buck et al","Cascade Range, Oregon, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Herbicide","Herbicide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",2,NA,0,0,"Prophylactic","4 ppb","",2015,"Other chemical","Anaxyrus boreas","Anaxyrus","Bufonidae","Anura",125,"Terrestrial",9600,"Crepuscular",47.5038687979,"Temperate","Terrestrial","Bufonidae"
"123","Andrias japonicus",243,"2012 - Une et al",NA,NA,"","",NA,"Ex situ",4,"Adult","Chemical","Antifungal","Itraconazole",NA,NA,NA,10,"N","I","Y","Prevelance matrix",4,NA,0,0,"Therapeutic","0.01%","The prevelance matrix was used to assess the efficacy of treatment. The population was naturally infected, but no information about their origins or where the experiment took place was provided. ",2012,"Itraconazole","Andrias japonicus","Andrias","Cryptobranchidae","Caudata",923.12,"Aquatic",450,"Nocturnal",34.7950950365,"Temperate","Aquatic","Caudata"
"124","Atelopus zeteki",238,"2023 - Gass et al","Maryland Zoo, Maryland, USA",NA,"","",NA,"Ex situ",10,"Adult","Climate","Humidity","Increased humidity",NA,NA,NA,30,"N","H","N","Survivability matrix",1,NA,0,1,"Prophylactic","80%","The low humidity group (55%) was used as the control. This tested for the effects of humidity in generating skin secretions and effects on suceptibility to Bd infections. Treatment was done prior to Bd exposure. Survivability matrix was used.",2023,"Climate","Atelopus zeteki","Atelopus","Bufonidae","Anura",63,"Semi-aquatic",411.5,"Diurnal",8.60772314983,"Tropical","Aquatic","Bufonidae"
"125","Atelopus zeteki",168,"2011 - Becker et al","Houston Zoo, Texas, USA",NA,"","",NA,"Ex situ",20,"Juvenile","Bioaugmentation","Commensal Bacteria","Janthinobacterium lividum","Chemical","Other","Hydrogen peroxide",2,"N","I","Y","Infection matrix",1,NA,0,1,"Prophylactic","Janthinobacterium lividum","Prior to introduction of J. lividum, all indiviudals were treated for 25secs with 1.5%  hydrogen peroxide to clear any other skin microbe/bacteria. The study did not specify their method of application of treatment, instead referencing Harris et al. 2009. The zoospore log transformed count was estimated from the figure. ",2011,"Bioaugmentation","Atelopus zeteki","Atelopus","Bufonidae","Anura",63,"Semi-aquatic",411.5,"Diurnal",8.60772314983,"Tropical","Aquatic","Bufonidae"
"126","Atelopus zeteki",240,"2023 - Gass et al","Maryland Zoo, Maryland, USA",NA,"","",NA,"Ex situ",10,"Adult","Climate","Humidity","Increased humidity","Climate","Temperature","Increased temperature",77,"N","H","N","Infection matrix",3,NA,0,1,"Prophylactic","80-90% and 26-27°C","The relative humidity/temperature combination lasted the duration of the experiment, so an NA for duration. Since this study provided the infection rate as log GE + 1. The infection matrix was used.  ",2023,"Climate","Atelopus zeteki","Atelopus","Bufonidae","Anura",63,"Semi-aquatic",411.5,"Diurnal",8.60772314983,"Tropical","Aquatic","Bufonidae"
"127","Atelopus zeteki",239,"2023 - Gass et al","Maryland Zoo, Maryland, USA",NA,"","",NA,"Ex situ",10,"Adult","Climate","Humidity","Increased humidity",NA,NA,NA,30,"N","H","N","Infection matrix",1,NA,0,1,"Prophylactic","65%","The low humidity group (55%) was used as the control. This tested for the effects of humidity in generating skin secretions and effects on suceptibility to Bd infections. Treatment was done prior to Bd exposure. ",2023,"Climate","Atelopus zeteki","Atelopus","Bufonidae","Anura",63,"Semi-aquatic",411.5,"Diurnal",8.60772314983,"Tropical","Aquatic","Bufonidae"
"128","Atelopus zeteki",242,"2023 - Gass et al","Maryland Zoo, Maryland, USA",NA,"","",NA,"Ex situ",10,"Adult","Climate","Humidity","Decreased humidity","Climate","Temperature","Increased temperature",77,"N","H","N","Infection matrix",2,NA,0,1,"Prophylactic","50-60% and 26-27°C","The relative humidity/temperature combination lasted the duration of the experiment, so an NA for duration. Since this study provided the infection rate as log GE + 1. The infection matrix was used.  ",2023,"Climate","Atelopus zeteki","Atelopus","Bufonidae","Anura",63,"Semi-aquatic",411.5,"Diurnal",8.60772314983,"Tropical","Aquatic","Bufonidae"
"129","Atelopus zeteki",241,"2023 - Gass et al","Maryland Zoo, Maryland, USA",NA,"","",NA,"Ex situ",10,"Adult","Climate","Humidity","Increased humidity","Climate","Temperature","Decreased temperature",77,"N","H","N","Infection matrix",1,NA,0,1,"Prophylactic","80-90% and 20-21°C","The relative humidity/temperature combination lasted the duration of the experiment, so an NA for duration. Since this study provided the infection rate as log GE + 1. The infection matrix was used.  ",2023,"Climate","Atelopus zeteki","Atelopus","Bufonidae","Anura",63,"Semi-aquatic",411.5,"Diurnal",8.60772314983,"Tropical","Aquatic","Bufonidae"
